ID,VIDEO,LABEL
771,D0551N.mp4,1 000 000 (một triệu)
772,D0551T.mp4,1 000 000 (một triệu)
773,D0552B.mp4,1 000 000 000 (một tỉ)
774,D0600.mp4,ăn cóc
775,D0552N.mp4,1 000 000 000 (một tỉ)
776,D0552T.mp4,1 000 000 000 (một tỉ)
777,W00000.mp4,ác
778,W00002.mp4,ác độc
779,W00001.mp4,ác cảm
780,W00003.mp4,ác mộng
781,W00004B.mp4,ai
782,W00004N.mp4,ai
783,W00004T.mp4,ai
784,W00006.mp4,An Giang
785,W00007.mp4,an ninh
786,W00009B.mp4,Anh (nước Anh)
787,W00009N.mp4,Anh (nước Anh)
788,W00009T.mp4,Anh (nước Anh)
789,W00010B.mp4,anh chị
790,W00011.mp4,anh chị em
791,W00012B.mp4,anh dũng
792,W00012N.mp4,anh dũng
793,W00012T.mp4,anh dũng
794,W00013B.mp4,anh em
795,W00013N.mp4,anh em
796,W00013T.mp4,anh em
797,W00014N.mp4,anh họ
798,W00014T.mp4,anh họ
799,W00015.mp4,anh hùng
800,W00018B.mp4,anh rể
801,W00018N.mp4,anh rể
802,W00018T.mp4,anh rể
803,W00019B.mp4,anh ruột
804,W00019N.mp4,anh ruột
805,W00019T.mp4,anh ruột
806,W00020.mp4,anh vợ
807,W00024.mp4,sáng
808,W00026.mp4,ao chuôm
809,W00027.mp4,ảo thuật
810,W00028.mp4,áo
811,W00029.mp4,áo ấm
812,W00030.mp4,áo cánh
813,W00032B.mp4,áo đồng phục
814,W00032N.mp4,áo đồng phục
815,W00032T.mp4,áo đồng phục
816,W00033.mp4,áo len
817,W00034.mp4,áo phao
818,W00035B.mp4,áo phông
819,W00035N.mp4,áo phông
820,W00035T.mp4,áo phông
821,W00036.mp4,áp phích
822,W00039.mp4,ăn diện
823,W00040.mp4,ăn hối lộ
824,W00043.mp4,ăn vặt
825,W00042.mp4,ăn uống
826,W00044.mp4,ăn xin
827,W00045.mp4,âm thanh
828,W00048.mp4,ầm ĩ
829,W00049.mp4,ẩm mốc
830,W00050.mp4,ẩm ướt
831,W00051.mp4,ấm áp
832,W00052.mp4,ấm đun nước
833,W00053.mp4,ấm no
834,W00055.mp4,ấm trà
835,W00057B.mp4,ân hận
836,W00057N.mp4,ân hận
837,W00057T.mp4,ân hận
838,W00059.mp4,ấn
839,W00061.mp4,ấn tượng
840,W00062.mp4,Âu Cơ
841,W00067.mp4,Bà Nà
842,W00065.mp4,Ba chân bốn cẳng
843,W00068.mp4,Bà Rịa - Vũng Tàu
844,W00069.mp4,triệu phú
845,W00070.mp4,Bạc Liêu
846,W00071.mp4,bài báo
847,W00075B.mp4,bài thơ
848,W00075N.mp4,bài thơ
849,W00075T.mp4,bài thơ
850,W00076.mp4,hệ bài tiết
851,W00079.mp4,Bãi biển Vũng Tàu
852,W00081.mp4,bãi cát
853,W00082.mp4,bãi cỏ
854,W00083.mp4,bãi đỗ xe (ô tô)
855,W00084.mp4,bãi tắm
856,W00086B.mp4,ban đêm
857,W00086N.mp4,ban đêm
858,W00086T.mp4,ban đêm
859,W00087.mp4,ban giám hiệu
860,W00089.mp4,ban ngày
861,W00091.mp4,bàn bạc
862,W00092.mp4,bàn chải đánh răng
863,W00093.mp4,bàn chân
864,W00095.mp4,bàn là
865,W00094.mp4,bàn ghế
866,W00096.mp4,bàn phím (máy vi tính)
867,W00097.mp4,bàn tay
868,W00099B.mp4,bản đồ Việt Nam
869,W00099N.mp4,bản đồ Việt Nam
870,W00098.mp4,bàn tán
871,W00099T.mp4,bản đồ Việt Nam
872,W00101.mp4,bản lề
873,W00100.mp4,bản làng
874,W00102.mp4,bản nhạc
875,W00103.mp4,bản sao (chỉ người)
876,W00104.mp4,bản thân
877,W00105.mp4,bán buôn
878,W00107B.mp4,bán hàng
879,W00106.mp4,bán đảo
880,W00107N.mp4,bán hàng
881,W00107T.mp4,bán hàng
882,W00108.mp4,bán kính (hình tròn)
883,W00110B.mp4,bạn
884,W00110N.mp4,bạn
885,W00110T.mp4,bạn
886,W00111N.mp4,bạn gái
887,W00111T.mp4,bạn gái
888,W00111B.mp4,bạn gái
889,W00112B.mp4,bạn trai
890,W00112T.mp4,bạn trai
891,W00112N.mp4,bạn trai
892,W00113.mp4,bảng học sinh
893,W00115N.mp4,bảng chia
894,W00115T.mp4,bảng chia
895,W00116.mp4,bảng chỉ dẫn
896,W00118.mp4,bảng chữ cái ngón tay
897,W00119B.mp4,bảng cộng
898,W00119N.mp4,bảng cộng
899,W00119T.mp4,bảng cộng
900,W00120.mp4,bảng cửu chương
901,W00121B.mp4,bảng đen
902,W00121N.mp4,bảng đen
903,W00121T.mp4,bảng đen
904,W00122.mp4,hãng máy bay
905,W00123B.mp4,bảng màu
906,W00124B.mp4,bảng nhân
907,W00124N.mp4,bảng nhân
908,W00124T.mp4,bảng nhân
909,W00125.mp4,hãng xe máy
910,W00126N.mp4,bảng trừ
911,W00126B.mp4,bảng trừ
912,W00126T.mp4,bảng trừ
913,W00127.mp4,bánh bột lọc
914,W00128.mp4,bánh cốm
915,W00129B.mp4,bánh cuốn
916,W00129N.mp4,bánh cuốn
917,W00129T.mp4,bánh cuốn
918,W00130.mp4,bánh Trung Thu
919,W00133.mp4,bánh gai
920,W00131.mp4,bánh đa
921,W00132.mp4,bánh đúc
922,W00135.mp4,bánh giò
923,W00134.mp4,bánh giầy
924,W00136.mp4,bánh gối
925,W00137B.mp4,bánh mì
926,W00137N.mp4,bánh mì
927,W00137T.mp4,bánh mì
928,W00140.mp4,bánh pizza
929,W00141.mp4,bánh pía
930,W00142.mp4,hãng tàu thuyền
931,W00145B.mp4,bao giờ?
932,W00144.mp4,bánh xe
933,W00145N.mp4,bao giờ?
934,W00146.mp4,bao la
935,W00145T.mp4,bao giờ?
936,W00147.mp4,bao nhiêu?
937,W00150.mp4,bao tay (dùng cho trẻ sơ sinh)
938,W00152.mp4,bảo đảm
939,W00153.mp4,bảo hiểm
940,W00155.mp4,lưu
941,W00156.mp4,bảo tàng
942,W00157.mp4,bảo thủ
943,W00158.mp4,tồn tại
944,W00159B.mp4,bảo vệ môi trường
945,W00159N.mp4,bảo vệ môi trường
946,W00159T.mp4,bảo vệ môi trường
947,W00160N.mp4,báo (con báo)
948,W00160B.mp4,báo (con báo)
949,W00160T.mp4,báo (con báo)
950,W00161.mp4,báo cáo
951,W00163.mp4,báo động
952,W00166.mp4,báo thù
953,W00170.mp4,bát
954,W00171.mp4,bát hương
955,W00172.mp4,bát ngát
956,W00173.mp4,làng gốm Bát Tràng
957,W00174.mp4,bay
958,W00175.mp4,xì hơi (đánh rắm)
959,W00175N.mp4,xì hơi (đánh rắm)
960,W00179.mp4,bắc bán cầu
961,W00176.mp4,bay liệng (bay lượn)
962,W00181.mp4,Bắc bộ
963,W00182.mp4,Bắc Giang
964,W00183.mp4,Bắc Kạn
965,W00184N.mp4,bắc nam
966,W00185.mp4,Bắc Ninh
967,W00184T.mp4,bắc nam
968,W00186B.mp4,bắn bi
969,W00186N.mp4,bắn bi
970,W00186T.mp4,bắn bi
971,W00187.mp4,bắn súng
972,W00188.mp4,băng bó
973,W00189.mp4,băng chuyền
974,W00190.mp4,băng dính
975,W00191.mp4,băng giá
976,W00192.mp4,băng hình
977,W00193.mp4,Băng-la-đét (nước Băng-la-đét)
978,W00194.mp4,bằng
979,W00195.mp4,bằng phẳng
980,W00196B.mp4,bắp ngô
981,W00196N.mp4,bắp ngô
982,W00196T.mp4,bắp ngô
983,W00197.mp4,bắt
984,W00198B.mp4,bắt đền
985,W00198.mp4,bắt đền
986,W00198N.mp4,bắt đền
987,W00200.mp4,bắt nạt
988,W00199.mp4,bắt giữ
989,W00202.mp4,bắt tay
990,W00205.mp4,bập bênh
991,W00203.mp4,bậc thang
992,W00206.mp4,bất động
993,W00207.mp4,bất hiếu
994,W00209.mp4,bật đèn
995,W00210.mp4,bật lửa
996,W00214B.mp4,bẫy chuột (hành động)
997,W00212.mp4,bầu trời
998,W00213.mp4,bẫy chim
999,W00214N.mp4,bẫy chuột (hành động)
1000,W00214T.mp4,bẫy chuột (hành động)
1001,W00215.mp4,bẫy chuột (dụng cụ)
1002,W00216B.mp4,bẻ ngô
1003,W00216N.mp4,bẻ ngô
1004,W00216T.mp4,bẻ ngô
1005,W00217.mp4,bé gái
1006,W00218.mp4,bé hơn
1007,W00219.mp4,bé loắt choắt
1008,W00220B.mp4,bé trai
1009,W00220N.mp4,bé trai
1010,W00220T.mp4,bé trai
1011,W00225.mp4,béo
1012,W00228.mp4,bê tông
1013,W00230.mp4,bể bơi
1014,W00231.mp4,bể cá
1015,W00234B.mp4,bệ hạ
1016,W00232.mp4,bế em
1017,W00234T.mp4,bệ hạ
1018,W00235.mp4,bệ xí
1019,W00236.mp4,bên cạnh
1020,W00236N.mp4,bên cạnh
1021,W00237.mp4,bên dưới
1022,W00238.mp4,bên phải
1023,W00239.mp4,bên trái
1024,W00240.mp4,bên trên
1025,W00241.mp4,bên trong
1026,W00242.mp4,bến phà
1027,W00243.mp4,bến tàu
1028,W00244.mp4,Bến Tre
1029,W00245.mp4,bến xe
1030,W00246.mp4,bênh vực
1031,W00247.mp4,bệnh thủy đậu
1032,W00248.mp4,bệnh nhân
1033,W00249.mp4,bệnh tật
1034,W00252.mp4,bí ngô
1035,W00253.mp4,bị động
1036,W00254.mp4,bìa sách
1037,W00255B.mp4,bìa vở
1038,W00255N.mp4,bìa vở
1039,W00255T.mp4,bìa vở
1040,W00256.mp4,bịa đặt
1041,W00258.mp4,hóa đơn
1042,W00260.mp4,biển đông
1043,W00261.mp4,biển hiệu
1044,W00262N.mp4,biến đổi
1045,W00263.mp4,biện pháp
1046,W00265.mp4,biểu đồ
1047,W00267.mp4,biểu đồ hình quạt
1048,W00266.mp4,biểu đồ cột
1049,W00270.mp4,biểu thị
1050,W00271.mp4,biểu thức
1051,W00273.mp4,bím tóc đuôi sam
1052,W00274B.mp4,bình an
1053,W00274N.mp4,bình an
1054,W00274T.mp4,bình an
1055,W00276.mp4,Bình Dương
1056,W00277.mp4,Bình Định
1057,W00279.mp4,bình minh
1058,W00282.mp4,bình phương
1059,W00283.mp4,Bình Phước
1060,W00285.mp4,Bình Thuận
1061,W00286B.mp4,bình thường
1062,W00286N.mp4,bình thường
1063,W00286T.mp4,bình thường
1064,W00287.mp4,bít tất
1065,W00288.mp4,bò
1066,W00289.mp4,bò sát
1067,W00290.mp4,bò tót
1068,W00293.mp4,bỏ phiếu
1069,W00292.mp4,bỏ hoang
1070,W00294.mp4,bỏ qua
1071,W00295.mp4,bỏ rơi
1072,W00297.mp4,bó đũa
1073,W00298.mp4,bó hoa
1074,W00299.mp4,bóc lột
1075,W00300.mp4,bóc vỏ
1076,W00301.mp4,bọc sách
1077,W00302.mp4,bom đạn
1078,W00303.mp4,bom nguyên tử
1079,W00304B.mp4,bón phân
1080,W00304N.mp4,bón phân
1081,W00304T.mp4,bón phân
1082,W00305.mp4,bỏng
1083,W00306.mp4,bỏng ngô
1084,W00308.mp4,bóng bay
1085,W00312.mp4,boong tàu
1086,W00313.mp4,bọt biển
1087,W00314.mp4,bọt xà phòng
1088,W00315.mp4,bồ kết
1089,W00316.mp4,bổ ích
1090,W00317.mp4,bổ ngữ
1091,W00318.mp4,bổ trợ
1092,W00320.mp4,bố trí
1093,W00321.mp4,bộ truyện
1094,W00322.mp4,bốc vác
1095,W00325.mp4,bố
1096,W00326B.mp4,bố dượng
1097,W00326N.mp4,bố dượng
1098,W00326T.mp4,bố dượng
1099,W00327.mp4,bố mẹ
1100,W00328B.mp4,bộ đội
1101,W00328N.mp4,bộ đội
1102,W00328T.mp4,bộ đội
1103,W00329.mp4,bộ sách
1104,W00330.mp4,bốc hơi
1105,W00331.mp4,bốc thăm
1106,W00332.mp4,bồi bàn
1107,W00333.mp4,bồi thường
1108,W00334.mp4,bồn hoa
1109,W00335.mp4,bồn rửa bát
1110,W00336N.mp4,bông hoa
1111,W00336B.mp4,bông hoa
1112,W00336T.mp4,bông hoa
1113,W00337B.mp4,bốt cảnh sát
1114,W00337N.mp4,bốt cảnh sát
1115,W00337T.mp4,bốt cảnh sát
1116,W00338B.mp4,bốt điện
1117,W00338N.mp4,bốt điện
1118,W00338T.mp4,bốt điện
1119,W00340.mp4,bột giặt
1120,W00341B.mp4,bột màu
1121,W00341N.mp4,bột màu
1122,W00341T.mp4,bột màu
1123,W00342N.mp4,bột ngọt
1124,W00342T.mp4,bột ngọt
1125,W00344.mp4,bờ biển
1126,W00345.mp4,bờ rào
1127,W00346.mp4,bờ ruộng
1128,W00347.mp4,bơi
1129,W00349.mp4,bơm (cái bơm)
1130,W00348.mp4,bơi lội
1131,W00350.mp4,bơm nước
1132,W00351.mp4,bơm xe
1133,W00352.mp4,bờm tóc
1134,W00353.mp4,bớt
1135,W00354.mp4,bớt đi
1136,W00355B.mp4,Bra-xin (nước Bra-xin)
1137,W00355N.mp4,Bra-xin (nước Bra-xin)
1138,W00355T.mp4,Bra-xin (nước Bra-xin)
1139,W00356B.mp4,Bru-nây (nước Bru-nây)
1140,W00356N.mp4,Bru-nây (nước Bru-nây)
1141,W00356T.mp4,Bru-nây (nước Bru-nây)
1142,W00357B.mp4,cỏ
1143,W00357N.mp4,cỏ
1144,W00357T.mp4,cỏ
1145,W00358.mp4,bụi đời
1146,W00359B.mp4,bụi phấn
1147,W00359N.mp4,bụi phấn
1148,W00359T.mp4,bụi phấn
1149,W00360.mp4,Bun-ga-ri (nước Bun-ga-ri)
1150,W00361.mp4,bùn
1151,W00362.mp4,bụng
1152,W00363.mp4,buộc dây
1153,W00366.mp4,buổi chiều
1154,W00364.mp4,buộc tóc
1155,W00367B.mp4,buổi đêm
1156,W00367N.mp4,buổi đêm
1157,W00367T.mp4,buổi đêm
1158,W00368B.mp4,buổi sáng
1159,W00368N.mp4,buổi sáng
1160,W00369B.mp4,buổi tối
1161,W00368T.mp4,buổi sáng
1162,W00369N.mp4,buổi tối
1163,W00369T.mp4,buổi tối
1164,W00370B.mp4,buổi trưa
1165,W00370N.mp4,buổi trưa
1166,W00370T.mp4,buổi trưa
1167,W00371.mp4,buôn làng
1168,W00372.mp4,buồn nôn
1169,W00374B.mp4,buông màn
1170,W00374N.mp4,buông màn
1171,W00374T.mp4,buông màn
1172,W00377.mp4,buồng trứng
1173,W00378.mp4,búp bê
1174,W00380.mp4,bút
1175,W00381.mp4,bút bi
1176,W00383B.mp4,bút màu
1177,W00382.mp4,bút dạ
1178,W00384.mp4,bút máy
1179,W00383N.mp4,bút màu
1180,W00383T.mp4,bút màu
1181,W00385.mp4,bữa cơm
1182,W00386B.mp4,bức tranh
1183,W00386N.mp4,bức tranh
1184,W00386T.mp4,bức tranh
1185,W00387.mp4,bức tường
1186,W00388.mp4,bước
1187,W00389.mp4,bước chân
1188,W00393.mp4,bưu tá
1189,W00390N.mp4,bướng bỉnh
1190,W00390T.mp4,bướng bỉnh
1191,W00395.mp4,ca
1192,W00396.mp4,ca nô
1193,W00397.mp4,Cà Mau
1194,W00398B.mp4,cá kho
1195,W00398N.mp4,cá kho
1196,W00398T.mp4,cá kho
1197,W00400.mp4,các bạn
1198,W00402.mp4,cái bè
1199,W00401.mp4,cãi nhau
1200,W00404B.mp4,cái gương
1201,W00404N.mp4,cái gương
1202,W00404T.mp4,cái gương
1203,W00405.mp4,cái nhíp
1204,W00406.mp4,cái túi
1205,W00407B.mp4,Cam-pu-chia (nước Cam-pu-chia)
1206,W00407N.mp4,Cam-pu-chia (nước Cam-pu-chia)
1207,W00407T.mp4,Cam-pu-chia (nước Cam-pu-chia)
1208,W00409.mp4,cảnh vật
1209,W00410.mp4,cánh tay
1210,W00411.mp4,cạnh
1211,W00412.mp4,cạnh bên (toán)
1212,W00413.mp4,cạnh đáy
1213,W00414.mp4,cạnh đối diện
1214,W00415.mp4,cao (người)
1215,W004152.mp4,cao (nhà)
1216,W004151.mp4,cao (vật)
1217,W004153.mp4,cao (núi)
1218,W00417.mp4,Cao Bằng
1219,W00418.mp4,cao độ
1220,W00419.mp4,cao nguyên
1221,W00420.mp4,cao quý
1222,W00421.mp4,cao tầng
1223,W00422.mp4,cao thấp
1224,W00423.mp4,cao tốc
1225,W00424.mp4,cát
1226,W00425.mp4,cau có
1227,W00426.mp4,cày
1228,W00427.mp4,cày ruộng
1229,W00428.mp4,cặp sách
1230,W00429.mp4,cặp tóc
1231,W00430.mp4,cắt nhau
1232,W00431.mp4,cần khởi động
1233,W00432.mp4,cấp cứu
1234,W00433.mp4,cấp dưỡng
1235,W00434.mp4,cất giấu
1236,W00435.mp4,cất giữ
1237,W00436.mp4,cất tiếng khóc
1238,W00437.mp4,cất tiếng nói
1239,W00439.mp4,câu chuyện
1240,W00438.mp4,câu cá
1241,W00440.mp4,câu đố
1242,W00441.mp4,câu đối
1243,W00442.mp4,câu đơn
1244,W00443.mp4,câu ghép
1245,W00444B.mp4,câu thơ
1246,W00444N.mp4,câu thơ
1247,W00444T.mp4,câu thơ
1248,W00445.mp4,câu văn
1249,W00446.mp4,cầu (cây cầu)
1250,W00447.mp4,cầu cứu
1251,W00448.mp4,cầu giao
1252,W00449.mp4,cầu kì
1253,W00451.mp4,cầu thủ
1254,W00450.mp4,cầu nguyện
1255,W00452.mp4,cầu tre
1256,W00453.mp4,cáp treo
1257,W00454.mp4,cầu trượt
1258,W00455.mp4,cầu vượt
1259,W00456B.mp4,cây ăn quả
1260,W00456N.mp4,cây ăn quả
1261,W00456T.mp4,cây ăn quả
1262,W00457B.mp4,cây bàng
1263,W00457T.mp4,cây bàng
1264,W00459B.mp4,cây cổ thụ
1265,W00459N.mp4,cây cổ thụ
1266,W00459T.mp4,cây cổ thụ
1267,W00460.mp4,cây cối
1268,W00462.mp4,cây đa
1269,W00464.mp4,cây gỗ
1270,W00465.mp4,cây khế
1271,W00469B.mp4,cây ngô
1272,W00469N.mp4,cây ngô
1273,W00470B.mp4,cây phượng
1274,W00469T.mp4,cây ngô
1275,W00470N.mp4,cây phượng
1276,W00470T.mp4,cây phượng
1277,W00471.mp4,cây sả
1278,W00473.mp4,cây số
1279,W00474B.mp4,cây thân gỗ
1280,W00474N.mp4,cây thân gỗ
1281,W00474T.mp4,cây thân gỗ
1282,W00476.mp4,cây tre
1283,W00477.mp4,cây trồng
1284,W00478.mp4,cây xanh
1285,W00479.mp4,cấy
1286,W00480.mp4,cấy lúa
1287,W00481.mp4,cha
1288,W00482.mp4,cha mẹ
1289,W00484B.mp4,chả cá
1290,W00484N.mp4,chả cá
1291,W00484T.mp4,chả cá
1292,W00485.mp4,chai
1293,W00486.mp4,chai nước
1294,W00488.mp4,chàng trai
1295,W00489.mp4,chào
1296,W00490.mp4,chào cờ
1297,W00492.mp4,chào mừng
1298,W00493N.mp4,chảo
1299,W00493B.mp4,chảo
1300,W00493T.mp4,chảo
1301,W00494.mp4,chát
1302,W00495B.mp4,cháu gái
1303,W00495N.mp4,cháu gái
1304,W00495T.mp4,cháu gái
1305,W00496B.mp4,cháu ngoại
1306,W00496T.mp4,cháu ngoại
1307,W00496N.mp4,cháu ngoại
1308,W00497B.mp4,cháu nội
1309,W00497T.mp4,cháu nội
1310,W00497N.mp4,cháu nội
1311,W00498B.mp4,cháu trai
1312,W00498N.mp4,cháu trai
1313,W00499.mp4,chày
1314,W00500.mp4,cháy rừng
1315,W00501.mp4,chạy
1316,W00502.mp4,chạy bàn
1317,W00503.mp4,chạy chậm
1318,W00504.mp4,chạy nhanh
1319,W00506.mp4,chú ( người)
1320,W00507.mp4,chăm học
1321,W00508B.mp4,chăm sóc sức khỏe
1322,W00508N.mp4,chăm sóc sức khỏe
1323,W00508T.mp4,chăm sóc sức khỏe
1324,W00509B.mp4,chăn (cái chăn)
1325,W00509N.mp4,chăn (cái chăn)
1326,W00509T.mp4,chăn (cái chăn)
1327,W00510B.mp4,chăn nuôi
1328,W00510N.mp4,chăn nuôi
1329,W00510T.mp4,chăn nuôi
1330,W00512.mp4,chặn
1331,W00513B.mp4,chặt
1332,W00513N.mp4,chặt
1333,W00513T.mp4,chặt
1334,W00514.mp4,chặt chẽ
1335,W00515.mp4,châm chọc
1336,W00516B.mp4,châm cứu
1337,W00516N.mp4,châm cứu
1338,W00516T.mp4,châm cứu
1339,W00519.mp4,chấm dứt
1340,W00520.mp4,chấm điểm
1341,W00522.mp4,chân dung
1342,W00523.mp4,chân đất
1343,W00525.mp4,chân tay
1344,W00529.mp4,chất dẻo
1345,W00530.mp4,chất đốt
1346,W00531.mp4,chất độc
1347,W00533.mp4,chất độc màu da cam
1348,W00534.mp4,chất hữu cơ
1349,W00536.mp4,chất lỏng
1350,W00537.mp4,chất lượng
1351,W00538.mp4,chất rắn
1352,W00540.mp4,chật chội
1353,W00539.mp4,chất thải
1354,W00542.mp4,Châu Á Thái Bình Dương
1355,W00544.mp4,Châu Đại Dương
1356,W00545.mp4,chậu
1357,W00546.mp4,che chở
1358,W00547.mp4,che phủ
1359,W00548.mp4,chè đỗ đỏ
1360,W00550.mp4,chém
1361,W00551.mp4,chen lấn
1362,W00552.mp4,chèn ép
1363,W00553.mp4,chén
1364,W00554.mp4,chèo thuyền
1365,W00555.mp4,chép bài
1366,W00559.mp4,tạo thành
1367,W00561.mp4,chi hội
1368,W00562.mp4,khó tiêu
1369,W00563.mp4,chi tiết
1370,W00564.mp4,chỉ
1371,W00565.mp4,chỉ dẫn
1372,W00567.mp4,chỉ huy
1373,W00568.mp4,chỉ khâu
1374,W00569.mp4,đường chỉ tay
1375,W00570B.mp4,chị
1376,W00570N.mp4,chị
1377,W00570T.mp4,chị
1378,W00571B.mp4,chị chồng
1379,W00571N.mp4,chị chồng
1380,W00572.mp4,chị dâu
1381,W00573.mp4,Chi-lê (nước Chi-lê)
1382,W00575B.mp4,chia
1383,W00575N.mp4,chia
1384,W00575T.mp4,chia
1385,W00577.mp4,chia cắt
1386,W00578.mp4,chia đều
1387,W00579.mp4,chia hết
1388,W00580.mp4,chia phần
1389,W00581.mp4,chia sẻ
1390,W00582.mp4,chia tay
1391,W00583.mp4,chìa khóa
1392,W00584B.mp4,chiếc gối
1393,W00584T.mp4,chiếc gối
1394,W00584N.mp4,chiếc gối
1395,W00585.mp4,chiếm đoạt
1396,W00588.mp4,chiến khu
1397,W00590.mp4,sĩ quan
1398,W00591.mp4,chiến thắng
1399,W00593.mp4,chiêng
1400,W00594.mp4,chiều cao
1401,W00595.mp4,chiều dài
1402,W00596.mp4,chiều rộng
1403,W00597.mp4,chiều tối
1404,W00598.mp4,chiếu
1405,W00599.mp4,chiếu phim
1406,W00598B.mp4,chiếu
1407,W00598T.mp4,chiếu
1408,W00601.mp4,cá mập
1409,W00602.mp4,chim bồ câu
1410,W00603.mp4,chim chào mào
1411,W00604.mp4,chim chích chòe
1412,W00605.mp4,chim chóc
1413,W00606.mp4,chim đại bàng
1414,W00609.mp4,chim phượng hoàng
1415,W00608.mp4,chim gõ kiến
1416,W00610.mp4,chim sâu
1417,W00611.mp4,chim sẻ
1418,W00612.mp4,chim sơn ca
1419,W00614.mp4,chim yến
1420,W00615.mp4,chỉnh sửa
1421,W00616.mp4,chín
1422,W00617B.mp4,chính phủ
1423,W00617T.mp4,chính phủ
1424,W00618.mp4,chính quyền
1425,W00619.mp4,chính tả
1426,W00620B.mp4,chính xác
1427,W00620N.mp4,chính xác
1428,W00620T.mp4,chính xác
1429,W00623.mp4,chó sói
1430,W00624.mp4,chó xù
1431,W00625.mp4,chọi gà
1432,W00626.mp4,chọi trâu
1433,W00628.mp4,chọn lọc
1434,W00629.mp4,chọn lựa
1435,W00630.mp4,chong chóng
1436,W00632.mp4,chồi non
1437,W00633B.mp4,chống đối
1438,W00633N.mp4,chống đối
1439,W00633T.mp4,chống đối
1440,W00634.mp4,chợ Bến Thành
1441,W00635.mp4,chợ nổi
1442,W00636.mp4,chợ nổi Cái Bè
1443,W00637.mp4,chợ nổi Cái Răng
1444,W00638.mp4,luân phiên
1445,W00638N.mp4,luân phiên
1446,W00639B.mp4,chơi
1447,W00639T.mp4,chơi
1448,W00640.mp4,chớp mắt
1449,W00641.mp4,chu vi
1450,W00642.mp4,chủ đề
1451,W00644.mp4,chủ động
1452,W00646.mp4,chủ ngữ
1453,W00645.mp4,chủ nghĩa xã hội
1454,W00647.mp4,chủ nhiệm
1455,W00649B.mp4,chủ tịch
1456,W00648.mp4,nước tới chân mới nhảy
1457,W00649N.mp4,chủ tịch
1458,W00649T.mp4,chủ tịch
1459,W00651.mp4,chú rể
1460,W00650.mp4,chú hề
1461,W00652.mp4,chú tễu
1462,W00653.mp4,thích nghi
1463,W00654.mp4,chú ý
1464,W00655B.mp4,chùa
1465,W00655N.mp4,chùa
1466,W00655T.mp4,chùa
1467,W00657.mp4,chùa Hương
1468,W00662B.mp4,chuẩn bị
1469,W00658.mp4,chùa Một Cột
1470,W00662N.mp4,chuẩn bị
1471,W00663B.mp4,chúc mừng
1472,W00662T.mp4,chuẩn bị
1473,W00663N.mp4,chúc mừng
1474,W00664B.mp4,chúc tết
1475,W00663T.mp4,chúc mừng
1476,W00664N.mp4,chúc tết
1477,W00664T.mp4,chúc tết
1478,W00665B.mp4,chúc thọ
1479,W00665N.mp4,chúc thọ
1480,W00665T.mp4,chúc thọ
1481,W00666.mp4,chục
1482,W00667.mp4,chục nghìn
1483,W00668.mp4,chục triệu
1484,W00669.mp4,chui
1485,W00671.mp4,chúi đầu
1486,W00672.mp4,chum
1487,W00673.mp4,chùm hoa
1488,W00674.mp4,chùm khế
1489,W00676.mp4,chùm nho
1490,W00677.mp4,chùm vải
1491,W00678.mp4,chung kết
1492,W00679.mp4,chuỗi hạt
1493,W00683.mp4,chuông
1494,W00684.mp4,chuông nhà
1495,W00685.mp4,chuồng
1496,W00686.mp4,chuột quang
1497,W00687.mp4,chụp ảnh
1498,W00688.mp4,chụp đèn
1499,W00689.mp4,chuyên biệt
1500,W00690.mp4,chuyên cần
1501,W00691B.mp4,chuyên gia
1502,W00691N.mp4,chuyên gia
1503,W00691T.mp4,chuyên gia
1504,W00692.mp4,chuyền bóng
1505,W00693.mp4,chim chuyền cành
1506,W00694.mp4,chuyển đồ
1507,W00696.mp4,chuyển đổi số đo
1508,W00697.mp4,chuyển động
1509,W00698.mp4,chuyển động đều
1510,W00699.mp4,chuyển động quay
1511,W00700.mp4,chuyển giao
1512,W00701.mp4,chuyển hướng
1513,W00702.mp4,chuyển vế
1514,W00703.mp4,chuyện trò
1515,W00705.mp4,chữ cái
1516,W00706.mp4,chữ hoa
1517,W00707.mp4,chữ viết
1518,W00708B.mp4,chữa bài
1519,W00708N.mp4,chữa bài
1520,W00708T.mp4,chữa bài
1521,W00709.mp4,chữa cháy
1522,W00710.mp4,chức năng
1523,W00712.mp4,chứng kiến
1524,W00713.mp4,chương trình
1525,W00714.mp4,chữ
1526,W00716.mp4,chữa bệnh
1527,W00717.mp4,chức vụ
1528,W00718.mp4,chứng cớ
1529,W00719.mp4,chứng minh
1530,W00720.mp4,chứng nhận
1531,W00721.mp4,co dãn
1532,W00722.mp4,co giật
1533,W00726.mp4,có ích
1534,W00724.mp4,cỏ may
1535,W00728.mp4,trọng nam khinh nữ
1536,W00729.mp4,còi
1537,W00730.mp4,còi xương
1538,W00731.mp4,coi thường
1539,W00732.mp4,máy vi tính
1540,W00733.mp4,con ba ba
1541,W00734B.mp4,con bê
1542,W00734N.mp4,con bê
1543,W00734T.mp4,con bê
1544,W00735B.mp4,con bò
1545,W00735N.mp4,con bò
1546,W00735T.mp4,con bò
1547,W00736.mp4,con bướm
1548,W00737B.mp4,con cá
1549,W00737N.mp4,con cá
1550,W00737T.mp4,con cá
1551,W00738.mp4,con chim
1552,W00739B.mp4,con chó
1553,W00739N.mp4,con chó
